name,market,funding_total_usd,status,country_code,state_code,region,city,funding_rounds,founded_at,first_funding_at,last_funding_at,seed,venture,equity_crowdfunding,undisclosed,convertible_note,debt_financing,angel,grant,private_equity,post_ipo_equity,post_ipo_debt,secondary_market,product_crowdfunding,round_A,round_B,round_C,round_D,round_E,round_F,round_G,round_H,founded_month,founded_year
Cubicl,iPhone,130000,operating,USA,CA,Los Angeles,Los Angeles,2,2009-05-01,2009-07-01,2010-03-01,65000,0,0,0,0,0,65000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
Cubicle,Consulting,40000,operating,IND,Unknown,Mumbai,Mumbai,1,,2013-12-16,2013-12-16,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cubie,Mobile,1100000,operating,TWN,Unknown,Taiwan,Taipei,1,2012-03-01,2012-11-02,2012-11-02,1100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Cubikal,Mobile,10000,closed,USA,CA,SF Bay Area,San Francisco,1,2012-09-09,2012-09-18,2012-09-18,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
Cubilog,Internet of Things,600000,operating,HUN,Unknown,Budapest,Budapest,1,2013-11-01,2013-11-01,2013-11-01,600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
Cubresa,Biotechnology,500000,operating,CAN,MB,Winnipeg,Winnipeg,1,2011-01-01,2013-07-01,2013-07-01,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Cuculus,Software,3540000,operating,DEU,Unknown,DEU - Other,Ilmenau,2,2007-01-01,2010-02-12,2011-02-16,0,3540000,0,0,0,0,0,0,0,0,0,0,0,0,3540000,0,0,0,0,0,0,1,0
Cue,Curated Web,4715000,acquired,USA,CA,SF Bay Area,San Francisco,3,2010-01-01,2010-02-01,2011-02-01,715000,4000000,0,0,0,0,0,0,0,0,0,0,0,4000000,0,0,0,0,0,0,0,1,0
Cue,Biotechnology,7500000,operating,USA,CA,San Diego,San Diego,1,2010-01-01,2014-11-18,2014-11-18,0,7500000,0,0,0,0,0,0,0,0,0,0,0,7500000,0,0,0,0,0,0,0,1,0
Cue,,7500000,operating,USA,CA,San Diego,San Diego,1,,2014-11-18,2014-11-18,0,7500000,0,0,0,0,0,0,0,0,0,0,0,7500000,0,0,0,0,0,0,0,0,0
Cuedd,,20000,operating,Unknown,Unknown,Unknown,Unknown,1,,2013-09-01,2013-09-01,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CueSongs,Music,757625,operating,GBR,Unknown,London,London,1,,2014-03-17,2014-03-17,0,0,0,0,0,0,0,757625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CueThink,Education,168000,operating,USA,MA,Boston,Boston,2,2012-11-21,2013-01-01,2014-02-10,18000,0,0,0,0,0,0,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
Cuff-Protect,,50000,operating,USA,TN,Memphis,Memphis,1,,2013-06-01,2013-06-01,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CUI Global, Inc.",Semiconductors,8000000,operating,USA,OR,"Portland, Oregon",Tualatin,1,,2010-08-31,2010-08-31,0,8000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cuiker,,89877,operating,CHL,Unknown,Santiago,Santiago,2,,2012-07-01,2014-06-01,89877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cuil,Search,33000000,closed,USA,CA,SF Bay Area,Menlo Park,2,2005-01-01,2007-03-01,2008-04-15,0,33000000,0,0,0,0,0,0,0,0,0,0,0,8000000,25000000,0,0,0,0,0,0,1,0
Cuipo,Big Data,2500000,operating,USA,CA,Anaheim,Newport Beach,1,2010-01-01,2011-12-10,2011-12-10,2500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Culinary Agents,Human Resources,500000,operating,Unknown,Unknown,Unknown,Unknown,1,2012-01-01,2014-01-14,2014-01-14,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Cull Micro Imaging,Hardware + Software,460000,operating,GBR,Unknown,Birkenhead,Birkenhead,1,1926-01-01,2005-06-07,2005-06-07,0,460000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Cultivate IT Solutions & Management Pvt. Ltd.,Software,20000,closed,IND,Unknown,Ghaziabad,Ghaziabad,1,2010-01-01,2010-03-31,2010-03-31,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Culturalite,Media,1300000,operating,CAN,ON,Toronto,Toronto,1,2011-10-18,2011-10-18,2011-10-18,1300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
Culture Jam,Mobile,1700000,operating,USA,CA,Los Angeles,Los Angeles,2,2008-07-01,2008-07-01,2012-05-01,1200000,0,0,0,0,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
Culture Machine,Entertainment,3500000,operating,IND,Unknown,Mumbai,Mumbai,1,2013-01-01,2014-09-01,2014-09-01,0,3500000,0,0,0,0,0,0,0,0,0,0,0,3500000,0,0,0,0,0,0,0,1,0
CultureAlley,Facebook Applications,345000,operating,IND,Unknown,Jaipur,Jaipur,3,2012-12-01,2013-03-01,2014-04-01,0,0,0,0,0,0,345000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
CultureIQ,Software,200000,operating,USA,NY,New York City,New York,1,2013-07-22,2014-02-05,2014-02-05,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
Cumed,Biotechnology,4000000,operating,USA,VA,Richmond,Richmond,1,,2010-01-13,2010-01-13,0,4000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CumuLogic,IaaS,1000000,operating,USA,CA,SF Bay Area,Santa Clara,3,2011-01-15,2011-01-15,2013-03-13,750000,0,0,0,0,0,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Cumulus Funding,Finance,850000,operating,USA,IL,Chicago,Chicago,1,,2012-12-31,2012-12-31,0,850000,0,0,0,0,0,0,0,0,0,0,0,850000,0,0,0,0,0,0,0,0,0
Cumulus Networks,Networking,51000000,operating,USA,CA,SF Bay Area,Mountain View,2,2010-01-01,2012-08-20,2014-01-01,0,51000000,0,0,0,0,0,0,0,0,0,0,0,15000000,36000000,0,0,0,0,0,0,1,0
Cumulux,Cloud Computing,650000,acquired,USA,WA,Seattle,Bellevue,1,2008-09-06,2011-01-01,2011-01-01,0,0,0,0,0,0,650000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
CUneXus Solutions,Credit Cards,670000,operating,USA,CA,Napa Valley,Santa Rosa,6,2008-06-19,2007-06-01,2013-06-10,35000,0,0,0,0,0,635000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
CupidLinked,,100000,operating,Unknown,Unknown,Unknown,Unknown,1,,2014-10-19,2014-10-19,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cupoint,Coupons,700000,operating,ARG,Unknown,Buenos Aires,Buenos Aires,1,2010-10-01,2011-10-01,2011-10-01,700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
CupomNow,Startups,1500000,closed,BRA,Unknown,Rio de Janeiro,Rio De Janeiro,2,2011-07-26,2011-07-01,2011-11-01,0,1000000,0,0,0,0,500000,0,0,0,0,0,0,1000000,0,0,0,0,0,0,0,7,0
Cuponzote,Advertising,40000,operating,MEX,Unknown,MEX - Other,Garza Garca,4,2010-04-01,2010-06-10,2012-04-10,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
CUPP Computing,Hardware + Software,200000,operating,USA,NJ,Newark,North Bergen,1,2005-03-15,2010-10-31,2010-10-31,0,0,0,0,0,0,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Cupple,Privacy,15000,operating,GBR,Unknown,GBR - Other,Unknown,1,2011-10-18,2011-08-31,2011-08-31,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
CUPR,Lead Generation,300000,closed,USA,CA,SF Bay Area,Palo Alto,1,2008-10-31,2010-03-01,2010-03-01,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
CUPS,Apps,40000,operating,Unknown,Unknown,Unknown,Unknown,1,2012-01-01,2014-01-06,2014-01-06,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CURA Healthcare,Medical Devices,15000000,operating,IND,Unknown,Chennai,Chennai,2,2001-07-01,2012-01-01,2014-06-11,0,15000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
Cura TV,Mobile Commerce,67000,operating,GBR,Unknown,London,London,1,2014-06-01,2012-09-21,2012-09-21,67000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
Curacao,E-Commerce,15000000,operating,USA,CA,Los Angeles,Los Angeles,1,1978-01-01,2011-08-18,2011-08-18,0,0,0,0,0,0,0,0,15000000,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Curalate,Analytics,12350000,operating,USA,PA,Philadelphia,Philadelphia,3,2012-01-01,2012-05-15,2014-06-06,750000,11600000,0,0,0,0,0,0,0,0,0,0,0,3000000,8600000,0,0,0,0,0,0,1,0
Curate.Us,Blogging Platforms,750000,operating,Unknown,Unknown,Unknown,Unknown,1,2010-01-15,2009-01-01,2009-01-01,750000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Curaxis Pharmaceutical,Biotechnology,1526000,closed,USA,NC,Raleigh,Durham,1,,2010-02-17,2010-02-17,0,1526000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Curazy,Content,1000000,operating,JPN,Unknown,Tokyo,Tokyo,1,,2014-07-12,2014-07-12,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Curb (RideCharge, Inc.)",Travel,10700000,operating,USA,VA,Alexandria,Alexandria,3,2007-02-20,2008-01-20,2014-08-19,0,10700000,0,0,0,0,0,0,0,0,0,0,0,4000000,4600000,2100000,0,0,0,0,0,2,0
Curbed Network,Advertising,1500000,acquired,USA,NY,New York City,New York,1,2004-01-01,2007-10-01,2007-10-01,0,0,0,0,0,0,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Curbed.com,,1500000,operating,Unknown,Unknown,Unknown,Unknown,1,2007-01-01,2007-10-30,2007-10-30,0,0,0,0,0,0,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Curbside,Mobile Commerce,9500000,operating,Unknown,Unknown,Unknown,Unknown,2,,2013-09-01,2014-10-06,1500000,8000000,0,0,0,0,0,0,0,0,0,0,0,8000000,0,0,0,0,0,0,0,0,0
CurbStand,Automotive,4000000,operating,Unknown,Unknown,Unknown,Unknown,3,2013-10-01,2013-07-01,2014-09-22,0,3000000,0,0,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
Cureatr,Health Care,6125000,operating,USA,NY,New York City,New York,2,2011-01-01,2011-10-27,2013-10-23,0,5700000,0,0,0,425000,0,0,0,0,0,0,0,5700000,0,0,0,0,0,0,0,1,0
CureDM,Biotechnology,4600000,operating,USA,DE,"Wilmington, Delaware",Wilmington,2,,2006-11-30,2009-08-10,0,4600000,0,0,0,0,0,0,0,0,0,0,0,0,2500000,0,0,0,0,0,0,0,0
Cureeo,E-Commerce,75000,operating,USA,IL,Chicago,Chicago,1,2012-01-01,2012-06-01,2012-06-01,75000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CureLauncher,Medical,2050000,operating,USA,MI,Detroit,Bloomfield Hills,5,2012-01-01,2013-01-01,2014-09-12,0,2000000,0,0,0,50000,0,0,0,0,0,0,0,1250000,750000,0,0,0,0,0,0,1,0
Curemark,Biotechnology,55014466,operating,USA,NY,New York City,Rye,5,2004-01-01,2009-10-01,2014-01-14,0,30472466,0,0,0,6042000,0,0,18500000,0,0,0,0,6500000,0,0,0,0,0,0,0,1,0
CureSquare,Health Care,375000,operating,USA,IL,Chicago,Chicago,1,2012-01-01,2012-01-01,2012-01-01,375000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CureTech,Biotechnology,4000000,operating,ISR,Unknown,Tel Aviv,Yavne,1,2001-01-01,2013-09-17,2013-09-17,0,0,0,0,0,0,0,0,4000000,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Curetis,Biotechnology,67751146,operating,DEU,Unknown,DEU - Other,Holzgerlingen,5,2007-01-01,2009-12-03,2014-11-20,0,67751146,0,0,0,0,0,0,0,0,0,0,0,49564920,18186226,0,0,0,0,0,0,1,0
CureVac,Biotechnology,166007000,operating,DEU,Unknown,Stuttgart,Tbingen,3,2000-01-01,2006-01-18,2012-09-18,0,166007000,0,0,0,0,0,0,0,0,0,0,0,0,26675000,34900000,104432000,0,0,0,0,1,0
Curexo Technology,Health Care,13200000,operating,USA,CA,SF Bay Area,Fremont,1,,2010-06-01,2010-06-01,0,13200000,0,0,0,0,0,0,0,0,0,0,0,0,0,13200000,0,0,0,0,0,0,0
Curio,Hardware + Software,25000,operating,Unknown,Unknown,Unknown,Unknown,1,,2013-01-01,2013-01-01,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Curioos,Printing,2400000,operating,USA,NY,New York City,New York,2,2011-07-01,2012-07-29,2014-10-28,500000,1900000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
Curiosidy,SaaS,20000,operating,USA,OH,Cleveland,Cleveland,1,2013-05-01,2013-06-01,2013-06-01,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
Curiosity,Education,6000000,operating,USA,IL,Chicago,Chicago,1,2011-03-01,2014-11-11,2014-11-11,0,6000000,0,0,0,0,0,0,0,0,0,0,0,6000000,0,0,0,0,0,0,0,3,0
Curiosityville,Software,795000,operating,USA,MD,Baltimore,Cockeysville,2,2010-01-01,2011-12-01,2013-09-20,0,415000,0,0,0,380000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Curious Sense,Virtual Worlds,500000,operating,USA,NC,Raleigh,Durham,1,2008-06-01,2011-07-13,2011-07-13,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
Curious.com,Education,22500000,operating,USA,CA,SF Bay Area,Menlo Park,2,2012-01-01,2013-05-02,2014-02-13,0,22500000,0,0,0,0,0,0,0,0,0,0,0,7500000,15000000,0,0,0,0,0,0,1,0
Curiously,Software,400000,operating,USA,NY,New York City,New York,1,2014-01-01,2014-10-07,2014-10-07,400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Curis,Biotechnology,22964000,operating,USA,MA,Boston,Cambridge,4,2000-01-01,2010-02-12,2012-03-30,964000,22000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Curiyo,Software,1900000,operating,ISR,Unknown,Tel Aviv,Jerusalem,1,2011-11-01,2014-06-15,2014-06-15,1900000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
Curoverse,Software,1500000,operating,USA,MA,Boston,Boston,1,,2013-12-17,2013-12-17,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Currency Cloud,Enterprise Software,17000000,operating,GBR,Unknown,London,London,3,2012-01-01,2012-03-13,2014-04-15,0,17000000,0,0,0,0,0,0,0,0,0,0,0,4000000,10000000,0,0,0,0,0,0,1,0
CurrencyBird,Finance,40000,operating,GBR,Unknown,London,London,1,,2013-12-16,2013-12-16,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CurrencyFair,Virtualization,4785316,operating,IRL,Unknown,Dublin,Dublin,7,2009-04-01,2009-07-01,2013-11-04,2542288,357125,0,0,0,0,1885903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
Currensee,Finance,18800000,operating,USA,MA,Boston,Boston,4,2008-08-01,2009-10-01,2012-01-23,0,18800000,0,0,0,0,0,0,0,0,0,0,0,4000000,8800000,6000000,0,0,0,0,0,8,0
CURRENT,Software,13000000,acquired,USA,MD,"Washington, D.C.",Germantown,1,,2011-09-13,2011-09-13,0,13000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Current Communications Group,Software,100000000,acquired,USA,MD,"Washington, D.C.",Germantown,1,,2005-07-06,2005-07-06,0,0,0,0,0,0,0,0,100000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Current Media,Web Hosting,15000000,closed,USA,CA,SF Bay Area,San Francisco,1,2005-01-01,2005-07-29,2005-07-29,0,15000000,0,0,0,0,0,0,0,0,0,0,0,15000000,0,0,0,0,0,0,0,1,0
Current Motor Company,Automotive,700000,operating,USA,MI,Detroit,Ann Arbor,1,,2011-05-02,2011-05-02,0,700000,0,0,0,0,0,0,0,0,0,0,0,700000,0,0,0,0,0,0,0,0,0
Currently,Web Development,140000,operating,Unknown,Unknown,Unknown,Unknown,1,2012-01-01,2012-10-18,2012-10-18,140000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Curriculet,Education,1800000,operating,USA,CA,SF Bay Area,San Francisco,1,2012-01-01,2013-10-08,2013-10-08,1800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Curried Away Catering,Hospitality,25000,operating,USA,CA,SF Bay Area,Santa Clara,1,2009-01-01,2009-01-01,2009-01-01,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Cursa.me,,49197,Unknown,MEX,Unknown,MEX - Other,Unknown,1,,2011-12-01,2011-12-01,49197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Curse,Technology,28000000,operating,USA,AL,Huntsville,Huntsville,4,2006-01-01,2007-07-01,2014-07-08,0,22000000,0,0,0,6000000,0,0,0,0,0,0,0,12000000,10000000,0,0,0,0,0,0,1,0
Cursogram,Education,1200000,operating,ESP,Unknown,Madrid,Madrid,2,2013-10-01,2013-10-05,2014-10-01,300000,900000,0,0,0,0,0,0,0,0,0,0,0,900000,0,0,0,0,0,0,0,10,0
CurTran,Manufacturing,6280000,operating,USA,TX,Houston,Spring,1,2011-10-05,2011-10-05,2011-10-05,6280000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
Curtume Er,,169000,Unknown,BRA,Unknown,BRA - Other,Unknown,1,,1985-06-01,1985-06-01,0,169000,0,0,0,0,0,0,0,0,0,0,0,169000,0,0,0,0,0,0,0,0,0
Curvature,Hardware + Software,13950000,operating,USA,CA,Santa Barbara,Santa Barbara,2,1986-01-01,2005-12-13,2012-08-08,1950000,12000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Curverider,Software,588384,acquired,GBR,Unknown,London,London,1,2005-08-01,2007-01-01,2007-01-01,0,588384,0,0,0,0,0,0,0,0,0,0,0,588384,0,0,0,0,0,0,0,8,0
Curvo,Analytics,50000,operating,USA,IN,Louisville,Evansville,1,2012-01-01,2013-07-17,2013-07-17,0,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CustEx,Marketplaces,10000,operating,USA,CA,SF Bay Area,Palo Alto,1,2012-12-02,2014-02-07,2014-02-07,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
Customer.io,Product Search,400000,operating,USA,NY,New York City,New York,3,,2012-05-01,2013-05-15,150000,0,0,0,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CustomerAdvocacy.com,Software,500000,operating,GBR,Unknown,Edinburgh,Edinburgh,1,2010-02-01,2010-02-01,2010-02-01,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
CustomerXPs Software,Software,4000000,operating,IND,Unknown,Bangalore,Bangalore,1,2006-12-29,2011-06-14,2011-06-14,0,4000000,0,0,0,0,0,0,0,0,0,0,0,4000000,0,0,0,0,0,0,0,12,0
CustomInk,Fashion,40600000,operating,USA,VA,"Washington, D.C.",Fairfax,2,2000-01-01,2000-01-01,2013-11-11,600000,40000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CustomMade,E-Commerce,25650000,operating,USA,MA,Boston,Cambridge,5,1996-01-01,2009-01-01,2013-06-11,400000,24100000,0,0,0,0,1150000,0,0,0,0,0,0,2100000,22000000,0,0,0,0,0,0,1,0
Cutanea Life Sciences,Biotechnology,450000,operating,USA,PA,Philadelphia,Wayne,1,2005-01-01,2011-09-09,2011-09-09,450000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Cute Attack,,13259,operating,FIN,Unknown,Helsinki,Helsinki,1,,2013-08-01,2013-08-01,13259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cutefund,All Markets,29833,operating,Unknown,Unknown,Unknown,Unknown,1,2010-03-01,2010-03-01,2010-03-01,29833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Cutetown,Maps,150000,operating,RUS,Unknown,Perm,Perm,1,2011-10-01,2011-10-01,2011-10-01,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
Cutting Edge Information,Biotechnology,15800000,operating,USA,NC,Raleigh,Durham,1,,2007-06-25,2007-06-25,0,15800000,0,0,0,0,0,0,0,0,0,0,0,15800000,0,0,0,0,0,0,0,0,0
Cutting Edge Wheels,,480000,operating,USA,TN,Knoxville,Knoxville,2,,2012-11-01,2013-03-01,480000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cuturia,Mobile,200000,closed,USA,CA,Los Angeles,Los Angeles,1,2012-04-01,2012-03-01,2012-03-01,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
Cuurio,Brand Marketing,300000,operating,USA,NY,New York City,New York,1,2013-02-28,2013-07-11,2013-07-11,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Cuutio Software,Advertising,131310,operating,FIN,Unknown,Helsinki,Helsinki,1,2011-01-01,2012-05-02,2012-05-02,0,0,0,0,0,0,131310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Cuyana,E-Commerce,1700000,operating,USA,CA,SF Bay Area,San Francisco,1,2013-01-01,2013-06-06,2013-06-06,1700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CV Ingenuity,Health Care,32676154,closed,USA,CA,SF Bay Area,Fremont,4,2008-01-01,2009-05-26,2013-01-24,0,17750000,0,0,0,3790000,0,0,11136154,0,0,0,0,0,16000000,0,0,0,0,0,0,1,0
CV-Sight,Health and Wellness,2500000,operating,USA,MA,New Bedford,Mansfield,1,,2012-04-24,2012-04-24,2500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CVAC Systems, Inc",,62745,operating,USA,CA,Ontario - Inland Empire,Temecula,1,,2012-01-12,2012-01-12,62745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cvent,Event Management,136911999,operating,USA,VA,"Washington, D.C.",Mclean,3,1999-01-30,2000-09-01,2012-01-17,0,0,0,0,0,0,0,0,136911999,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Cvergenx,Health and Wellness,225554,operating,USA,FL,Tampa,Tampa,1,,2010-04-15,2010-04-15,0,225554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cvgram.me,,49805,Unknown,ARG,Unknown,Buenos Aires,Buenos Aires,1,2011-10-01,2011-12-01,2011-12-01,49805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
cVidya,Software,46000000,operating,USA,FL,Ft. Lauderdale,Plantation,7,,2002-03-01,2011-02-01,0,35000000,0,0,0,11000000,0,0,0,0,0,0,0,3000000,10000000,12000000,10000000,0,0,0,0,0,0
CVN Networks,Consulting,7000,closed,CHN,Unknown,Tianjin,Tianjin,1,2007-10-30,2007-10-30,2007-10-30,0,0,0,0,0,0,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
CVRx,Biotechnology,56600000,operating,USA,MN,Minneapolis,Minneapolis,3,2001-01-01,2013-07-10,2014-09-22,0,41600000,0,0,0,15000000,0,0,0,0,0,0,0,0,0,0,0,0,41600000,0,0,1,0
CVTech Group,,5567367,operating,CAN,QC,Montreal,Drummondville,1,,2009-07-21,2009-07-21,0,5567367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CWR Mobility,Customer Service,1500000,operating,USA,WA,Seattle,Redmond,1,2006-01-01,2011-01-19,2011-01-19,0,1500000,0,0,0,0,0,0,0,0,0,0,0,0,1500000,0,0,0,0,0,0,1,0
cWyze,Advertising,250000,operating,USA,MO,MO - Other,Philadelphia,1,2010-01-01,2011-02-07,2011-02-07,0,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CX,Enterprise Software,7659999,operating,USA,CA,SF Bay Area,Palo Alto,3,2009-01-01,2009-01-01,2012-02-21,0,7659999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CXOWARE,Enterprise Software,1250000,operating,USA,WA,Spokane,Spokane,1,,2013-01-23,2013-01-23,0,1250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CXR Biosciences,Biotechnology,2555672,operating,GBR,Unknown,Snodland,Snodland,1,2001-12-01,2008-02-25,2008-02-25,0,2555672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
CYA Technologies,Enterprise Software,3000000,operating,USA,CT,Hartford,Shelton,1,1998-01-01,2007-08-23,2007-08-23,0,3000000,0,0,0,0,0,0,0,0,0,0,0,0,3000000,0,0,0,0,0,0,1,0
Cyalume Technologies,Security,4000000,operating,USA,MA,MA - Other,West Springfield,1,,2011-03-25,2011-03-25,0,4000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyan,Software,30750000,operating,USA,CA,Napa Valley,Petaluma,3,2006-01-01,2006-09-15,2009-12-30,0,30750000,0,0,0,0,0,0,0,0,0,0,0,8750000,0,0,22000000,0,0,0,0,1,0
Cyan Optics,Software,71332137,operating,USA,CA,Napa Valley,Petaluma,4,2006-01-01,2009-06-08,2011-12-09,0,61332133,0,0,0,0,0,0,10000004,0,0,0,0,0,0,8832072,22000033,30500028,0,0,0,1,0
Cyanogen,Software,30000000,operating,USA,CA,SF Bay Area,Palo Alto,2,2009-04-01,2013-09-18,2013-12-19,0,30000000,0,0,0,0,0,0,0,0,0,0,0,7000000,23000000,0,0,0,0,0,0,4,0
